,rating,review,review dictionary based sentiment
11,1.0,"After playing Dirt, I could hardly wait to get into this game.
I prefer realism and realistic cars and driving. What this is is
another excellent example of what's wrong with the racing genre.

 THE GOOD:
  Graphics, sounds, detail, cars (interior and exterior)
  Menu System

 THE BAD:
  Virtually unplayable with driving aids turned off
  Pedal sensitivity and feel , even with saturation turned down
  Steering lag
  Bump-n-Grind (The other cars smash each other (and you) around
  the track like a demolition derby!)
  Narrator in your ear all the time (very annoying)
  Car slides around like it was on ice, can burnout from a standstill
  in 4th gear!
  The AI cars don't slide like you do, they grip all the way through
  the turn!

  After Dirt, I thought the same company would nail the driving in this game.
I have other racers (Indianapolis 500, Race Pro, Forza2) that are far more
realistic than this game is. In those games it's your driving that makes
the difference, not how many ""cheats"" you have turned on. I guess if you like
playing with that stuff, you'll like this game just fine. If you're looking for
more realism, though, more sim,I suggest you look elsewhere. I agree with another
poster on F1 in Sept. I hope they don't screw that one up.",0.02276915113871636
12,1.0,"I'm a older Socom player and after Socom 4 flopped they turned everything off for this franchise! Don't waste you MONEY! This Game is ONLINE STYLE GAME ONLY!  No in game mode or campaign! The servers went offline in 2014 if I remember right!

Now when it was online and working, it had allot of bugs but still was a awesome game to play, but they turned everything off for the servers and built this game for strictly online use only!

We older loyal Socom fans are trying to get them to turn this server and Socom 2 servers back online, till then DONT BUY THIS! Return this game and get your money back!",-0.012128378378378378
13,1.0,"Minecraft = love it.  Xbox Arcade games made in DVD disc format = hate it.  By way of how Microsoft has setup their system, Xbox Arcade games (ones that are normally download only) in disc format CANNOT be copied to the hard drive.  Thus they require you to constantly use the dvd drive which is:

1) noisy
2) hot
3) shorter lifespan than the rest of the unit

This is uber annoying and I'm sorry I didn't (why would I even think this was a problem???) notice before making this purchase.  Long story short, don't get the disc and instead simply download the online version.  It's a great game and even better when played from the HDD only.",0.0404184695283332
14,1.0,"This is what you get for $59.95

You need to be always on-line during single play, so when they closed down the servers someday you can never play again.
You are pretty much renting this game. If you have a poor or no connection,too bad you can't play.

You get a dumb down auto leveling system, so all your skills are assigned to you without any choice of class development.

Gameplay is nothing new, plays like other games that been out for years.

A dull story that you care nothing about.

Servers go down every other moment.

Fun times, I hope you enjoy it.",0.02264922577422577
15,1.0,"I defeated the game, beat inferno on monster power 5,(theres no point to even doing monster power anyway since the rewarded key for farming is complete garbage 98% of the time).

Where to begin
the game took everything that made Diablo II LoD good, and threw it all out in the trash and kept everything that made the game boring.
then
they added an RMAH/AH to make sure that you don't find any of your own gear (the entire point of the game was supposed to be leveling up skills and finding your own gear to make your skills more powerful, ie +1 to all skills) , but no they even removed that ""feature"" you can't level spells and abilities up, every spell you get is as powerful as its ever going to be (no room for improvement), your skills don't even matter, since everything is based off Main-Stat and Weapon Damage, the only reason to change spells is because you don't like the animation or appearance of a spell, since the spells effects are meaningless (they don't do anything but do damage); so all the spells feel bland/feel the same./pointless you could equip ""throw squirel"" and it would do same damage as ""Fire Beam"".

The wizard is a joke, Teleport is horrible.

In Short, if you were a fan of the past 3 Diablo releases (1 2 lod) you will probably be disappointed with this release, hold off till Diablo 4 or to see if they bring the game back in line with its roots in an expansion.

As it stands the game is unplayable by any measure.... complete garbage.... its a money grab box they might as well of shipped an empty box.",-0.06145364817591204
16,1.0,"I could hardly wait for this game to arrive, only to find out that my computer doesn't meet the system requirements (which were not laid out here on Amazon). The game does NOT play with an Intel Chipset, despite having 3D graphics abilities. How frustrating.

I'll wind up passing this along to a friend whose computer - although much older than mine - has the required video card.",-0.125
17,1.0,"I was looking forward to my first Sam & Max game, and purchased this ""Sam & Max: Season One"", which is supposed to work on Windows Vista and XP.  I have an XP, and it refuses to load. I cannot even get to an .exe file on the disc to open it the ""long"" way.

Of games I've played, the games that have the hardest or impossiblest times loading are games by The Adventure Company, of which this is one. May be time for me to steer clear of this brand.

Happy Reader",0.08613916947250282
18,1.0,"I bought this game with high hopes that it would provide a lot of fun for the family.  However, after a small amount of fun initially, we quickly grew tired of it.

One caveaut - we don't typically like racing games anyway.  So maybe if you are a fan of racing games, this will have more appeal to you.

With that said, we found it to not really make us as interactive with each other during the race as we had hoped, and we found it difficult to feel in control while we were racing.  Those combined gave it a very short lifespan with our family.",0.03295206971677559
19,1.0,"Could have been one of the greats. Glitches and bugs have stopped all progression.  A week ago I found that I was getting no experience points from turning in quests.  The game eliminates monster grinding.  So basically, the only way to get experience points is by turning in quests.  So you see the dilemma.....progression is stopped dead.  In an RPG.  So a week has passed and I have not been able to play a game I paid $65 for.  And that is hardly the only glitch.  I know people that are literally stuck in a hole because GeralT has forgotten how to jump.  There are also save bug issues.  These are all admitted by the game makers and multiple fixes have been promised, but have yet to materialize.  Hold out on a purchase.  Wait to see if this glitch and bug fest gets fixed.  Unless you need a $65 coaster, buying now would be stupid.",-0.09753641382124353
20,1.0,Extremely cheap quality with mushy buttons and stiff joy stick. It doesn't even register as connected half the time. Don't waste your money.,-0.15
21,1.0,"One of the most disappointing titles of 08 is Alone in the Dark.

Pros:
- good visuals (but you often won't be able to appreciate them due to a crazy camera)
- good effects (fire and electrical)
- good soundtrack
- good (looking) inventory (it's only good conceptually though, NOT good in practice)
- a nice rebuild-a-world concept. Eden did this incredibly well with Test Drive Unlimited. I suggest you buy that game instead.

Cons:
- EVERYTHING ELSE
- the camera/view/perspective is insane and simply uncontrollable. This game has a 1st person/3rd person/3rd person (forced) perspective. It switches back and forth between these perspectives every 5 seconds against your will (you have no choice), disorienting you, and when the perspective changes the control layout also changes which is even further disorienting. This means that if you are looking around in 1st person (with right thumbstick - like every other game in the world) and the game sudden changes to 3rd person (because they think it's a neat cinematic gimmick), that right thumbstick no longer functions as it did before. In combat, it gets worse. that same thumbstick changes yet again depending on the weapon. Wow, that, is, nuts.
- first person view is too slow
- controls are insane and uncontrollable. As described above, they keep changing and you have to unlearn everything you just learned and relearn what the h*ll everything does based on what perspective you are in and what the situation is. That's the problem. Your brain will still be using the layout you were able to use 2 seconds ago, because that's natural, intuitive and the way most good games work. h*ll, even really bad games have consistent controls.
- there is NO option for the gamer to map the controller as in other games. If they'd put the controls in the gamer's hands, maybe this would have been a 2 or a 3.
- even if you master the constantly changing controls, they are still slow, clunky and unresponsive. Doing things like jumping and just trying to pick something up can be goofy.
- While the inventory system is interesting and has a professional looking interface, it functions like everything else in this game, with poor unintuitive controls. Beyond that, the inventory doesn't pause the action, so you'll get your butt kicked in combat trying to figure out what to do with the inventory...nice
- the use ""fire to kill everything"" gimmick is overused and seems a bit silly. Fire isn't ubiquitous in real life.
- dialog not really inspired
- story not really engaging
- don't really care about the characters
- driving is horrid. I won't even talk about it.
- combat is tedious, long, difficult and silly using the clunky controls. and again, UNINTUITIVE and utterly inconsistent.
- All of the above means POOR GAME TESTING. Somebody, somewhere at some point must have mentioned the camera and controls. My guess is that somebody did, they weren't the boss, and the boss never played the game.

Usually with bad games, you have things like bad AI which runs right at you, low-rez textures, bugs, poor collision detection, stuff like that. These are hallmarks of low budgets, rushed titles, noob programmers, etc...Alone in the Dark is very bad is UNUSUAL ways. Like they had a big budget, decent developers, and had good tools in their hands, but still managed to create a monstrosity. That crazy show ""Cop Rock"" comes to mind. A complete disaster.",-0.04561071155389554
22,1.0,"Doesn't work in the slightest bit on computers that run with Intel Processors. I've checked over the minimum system requirements for the game on this site and it never says that Intel processors don't work. I researched the problem and found out that this problem happens all the time with Intel computers. It took up 50 gigabytes of space on my hard drive and a day to download then when I finally got it downloaded and tried to play it the game glitched out with horrible graphics, random lines on the screen, and serious lag. Horrible waste of twenty dollars.",-0.09300737566127444
23,1.0,"I'm gonna keep this short & sweet. I'm on my 3rd one in less then 5 months because the DPad keeps breaking. It's extrordinarily weak. I only keep getting it because Xbox knows it's a POS & let's me send it in & get a replacement. I, however am done & now stuck with a brand new, never opened piece of junk. If you have one, sell it or trade it in for a normal controller as I plan to do.",-0.06507936507936507
24,1.0,This game would be a lot better if it were campatible with the PS3 Wireless Les Paul controller that comes with the Guitar hero 3 game.  Very Disappointing.,-0.21153846153846154
25,1.0,"The main reason I purchased this game was the mention on the case of an egg-catching mini-game.  An arcade puzzle game from the 80's titled 'Chicken Shift', and my fruitless search to find said game again for the next 20 years, immediately sprung to mind.  So I shelled out $30 for 'Chicken Shoot' and was on my way back to my trailer for some beer-swillin', chicken-shootin', egg-catchin', hootin' and hollerin' good times.  Or so I thought.

I popped the game in my Wii and while the lackluster graphics were an immediate red flag, I reassured myself that I've already spent more money on worse-looking games for the Wii.

My first mission was to hunt down the egg-catching mini-game, which turned out to be nothing like my beloved 'Chicken Shift' (strike #2 and I hadn't even had the disc in for 2 minutes) It seemed to automatically toggle between being overly-sensitive to non-responsive - a trait which rendered the egg-catching portion of the game completely useless to me.  Then logic mode kicked in and I had to ask myself, why the farmer was even going through the trouble of catching the eggs when he's just going to shoot them after they hatch?!?

So I moved on to the shooting portion, which is the alleged meat and bones of this game - figuratively speaking.  Here you have the same chickens repeatedly juxtaposed onto different backgrounds.  The mannerisms of the chickens distinctly remind me of the Whammy animations from the 80's game show 'Press Your Luck'.  Can anyone say cheezy?!?

Suppose you pick off the chicken washing her laundry on the bottom of the screen.  If you move elsewhere on the same level, the same laundry-washing chicken re-appears in the same spot where you had just shot her.  Annoying.  They could at least vary what pops up in a particular space.

The only thing that really varies in the game other than the cheap middle school play backdrops which change from level to level, is the different style weapons which you get to use.  I didn't play long enough to figure out how I managed to get other weapons or why some weapons lingered around for a while and others disappeared after firing six rounds.  It would have been nice if you could work your way up to even more ridiculously overpowered weapons such as cannons and flame-throwers, but since this game isn't very well thought out to begin with, I guess I can't expect much.

I did wind up playing this for about a half hour in order to give it a chance, but it gets old really quick.  The graphics, audio and just about everything else seems not only dated, but below sub-standard, if that's even possible.  This is supposed to be a 'next generation' console - I wish the game developers for the Wii would give us some titles that are worthy of the phrase.",-0.043504997866284714
26,1.0,"Thats it folks, WWE and THQ are no more.  WWE filed suit against jakks and THQ, and this will end their alliance.  This game, won't come out and there will be no future releases of smackdown.  Too bad.  I so wanted to play with only half the  roster of last years version, and missing so many key characters.  I don't care about match types, give me wrestlers to choose from.  Create a belt.... Crap.  Better graphics?  The graphics will never be better than Raw on Xbox, or No mercy on N64, so spare me the, we added more graphics garbage.  Why, in this day and age, cant we have 60 wrestlers with good graphics?  I don't need voice overs, or commentary, just give me the wrestlers Ill do the rest.  I would have never bought this game even if it were to come out.  Now that the rights have been lost by THQ, I don't have to read about how ""amazing"" this game is when compared to last years version, it sucks.  I am still amazed that we went from a masterpiece, No mercy on N64, to this crap.  Shouldnt the games improve?  Now WWE must join up with Acclaim, and we all saw how bad that was.. Raw is War.  To hit 6 buttons to bodyslam is insane...  Wrestling is going down the toilet, and the loss of THQ is a huge blow.  This is the end of an era.  Lets be honest though, who wants to play a game without the Rock, Stone Cold, Hogan, Lesnar, Nash, Steiner or Goldberg?  But hey you can be Eugene.... oh goody.  Ah but you can play as a legend... Yeah I can do that in Legends of wrestling too.  Maybe this is for the best.  Better to go out on top.  Goodbye smackdown, its been fun.",0.030583729143831447
27,1.0,"Im tired of having limitations placed on something I buy legitimately. Go after the pirates, take the to court, stop screwing with your honest customers already.",-0.05757575757575758
28,1.0,"My PC is more than capable of running this game at least on high but I decided to go with the PS4 version because I expected mod support and I prefer to game on my PlayStation. But conveniently just after the Nuka World DLC was relased on PS4, Bugthesda decided to release a statement about how Sony wasn't allowing mods on PS4 because Bugthesda wants to implement them their way, not the Sony way. I don't care who is to blame, Bugthesda made promises that they couldn't deliver and waited until after PS4 users spend their money on the Nuka World DLC to basically say mods on PS4 won't be happening any time soon. Now they want to sell us Skyrim SE on PS4 saying that they may still find a way to get mods on PS4. Lol no, they are just trying to sell us the PS4 version on lies once again. Not gonna happen, Bugthesda.

UPDATE: Mods are coming to PS4 after all but they are even more limited than on Xbox and I already sold my copy anyway.",0.0007832080200501247
29,1.0,"Don't believe me?  Take a stroll over to the NCAA 2003 message board at EA Sports' website and examine the multiple discussions over the XBox version both freezing and resulting in ""disc dirty/damaged"" errors during saving/loading.
Coulda been a great game.  If not for a little thing called ""quality control.""",0.03387096774193549
30,1.0,worst game ever,-0.3333333333333333
31,1.0,"Joke game trying hard to be WOW MMO. stupid game full of hackers, full of 13 year old who will insult your parents while you play and if you report them they won't get banned because Arenanet makes money from them they buy gems. So yea goodluck enjoying a stupid game with players talking trash to you!",-0.07656695156695158
32,1.0,"I got these a year ago, the cord is usually what ends up going on my headsets but this one has held up with no audio problems so far. The mic is great and it has a convenient button on the side to mute yourself. There is a red light on the tip of your mic so you can tell if you are muted. Great sound quality and durability make me give this 5 stars.

Update:headset broke a month ago, that's not why I am giving a 1 star review though. Customer service has been giving me the runaround for almost a month on this warrenty claim. This is the last Logitech product I ever order.",0.017514686125233794
33,1.0,"Five Nights @ Freddy's is a Perfect example  about the state of the Gaming Industry & Gamers in 2014/2015
Everyone being flat out clueless & Hypocrites

I played the demo where's all the outrage????
Let me explain Five Nights @ Freddy's is Nothing more then a Complete carbon copy of  2 Digital Pictures games put out in the early 90's
Those two games being
Night Trap (1992)
Double Switch (1993)
This game is nothing more then a cut and paste lazy rip-off job
Can you say Plagiarism x10
It's crazy Both Night Trap and Double Switch have been unjustly trashed and hated on for bloody 20+ Years
Then some hack programer comes up with this (Nothing about this game is original it rips off those two titles mixed w/  ShowBiz Pizza Robots
WTF and people are clambering like it's the second coming
what is wrong with you people????
Before the first Saints Row dropped it was getting hate GTA Rip-off
Just Cause 1&2 getting hate GTA Rip-off
Sleeping Dogs getting hate GTA Rip-off
See what i did there i copied & Pasted I must be Brilliant  too!

I guess Programers get a pass at plagiarizing if the titles are Pre ""Original"" Playstation

This is what PC Gamers (The So-Called Master Race) have to throw in console gamers faces
Jesus we had this game 2x much better IMO

I understand this title really isn't in my age demo It's without a doubt made for teenyboppers &  Huge meth addicts tweaking (I guess you have to be high on Meth to fully dig and enjoy this Ritalin fueled piece of garbage

With all the crazy copyright lawsuits I'm amazed this game still is around Hell it spawned a follow up sequel
The Gaming Industry & Gamers are such phony Hypocrites  (Five Nights @ Freddy's gets a pass at any Negative opinion)
A trailer for Hatred gets all this phony outrage about morality
and PT for the Playstation4 is the best game for the Console (A bloody Playable Trailer is the best game on a Next Gen Console)
Isn't all this a sign that the gaming industry is in big trouble
  Terrible Rip-Off Game (Might be a Pretty But, it's lazy and lacks any Original concept or Idea
  2.5/10  Stop being Sheep Gamers think for yourself  & form your own opinion
here's my Microsoft Gamer Tag  Duckman1979 (I'm Not a troll I'm a real Person that's been playing games along time! )",-0.06035589540262438
34,1.0,not god ok,0.0
35,1.0,Everything good about this game is overshadowed by bad mechanics. Nothing about climbing towers is fun. Absolutely nothing. If your mechanic is broken don't base challenges and spawns around it.,0.020833333333333332
36,1.0,"So I was stoked for Hot Pursuit.  Until I got the game and discovered you need to open an account with EA before it will give you access to just about everything this game has to offer.  I could, but I don't want to open an EA account.  No one wants to open an EA account.  This has been a major roadblock to liking this game.

But hey I can still play career mode.  Let's do that.  Now this game is developed by Criterion Games.  They developed the awesome Burnout 3: Takedown and Burnout Revenge.  I've seen more than a few critics compare this game (favorably and unfavorably) to Burnout.  As a Burnout fan I can say this game IS NOT LIKE BURNOUT.  There will be no wrecking of other racers here.  In fact this game will punish you for touching anything.  If you so much as rub another car you'll slow down and they'll speed off like you weren't even there.  Boosting is controlled in very short bursts so this game never achieves the sense of speed I've come to expect from other Criterion racers and every track so far has been painfully dull.

The police are a little better because sometimes you get to ram outlaw cars, but it's never as satisfying as it is in Burnout and the police career mode is still full of boring tracks and penalties for reckless driving.

Also this game only seems to be in a wide screen format and the text is very small.  There actually doesn't seem to be much of anything in the way of options for this game.

To top it all off the Dual Shock controller is a joke here.  Those triggers are inexcusable.",-0.012970779220779221
37,1.0,Rerurned. U need the playstarion move and i don't have that. Game may be good but we font have all the pieces needed to play it,0.022222222222222223
38,1.0,"It's a great mechanical keyboard with nice loud switches but I bought this because it was white, rgb, and mechanical. Unfortunately the rgb rainbow effect is very blocky, in a way that you can see each color from another, there is no
hue, it just is like if a kid colored the rainbow, only using seven colors or so, not all the hues in between. No purple it's an ""rgb"" keyboard but you can't even have the color purple.
Update: Keycap puller cannot get keys that are not on the outside the p key is lower than the others",0.0125
39,1.0,The games came with the kit shattered that disappointment,-0.1111111111111111
40,1.0,"I was shocked to find out I needed a steam account and had to be connected live to the internet.  I only play single player games and am not interested in multiplayer games and mostly play while on a plane or boat.  This game will NOT let you play unless you are connected to the internet and to your Steam account.  I use to be a huge fan of Dawn of War but this is ridiculous.  Fortunately I had not opened the box before realizing this and returned it promptly to the store for a refund.

For those people buying online, Amazon needs to make this point much clearer and indicate that an internet connection is a MUST to play this game even in single player mode.

THQ, you have failed us miserably on this one and this is one sale you will not get from me.",0.004608294930875576
41,1.0,"THEY SLIP OFFAND ARE A WASTE OF CASH, I DON'T RECOMEND AT ALL PLEASE DONT WASTE YOUR MONEY, THANKS BYE",-0.05
42,1.0,This came to me broken. The mic worked the earphones did not. Buyer beware this product is known to not always work. I am going to buy the Plantronics headset. ... Generic devices tend to not work as advertised.,0.013571428571428568
43,1.0,"My daughter (4) did not like it and thought it was boring. If she does not like it, I do not like it.",0.09090909090909091
44,1.0,"I PICKED UP THIS GAME FOR ONE REASON
TO PLAY AS X & ZERO
SINCE CRAPCOM KILLED OFF THE BLUE BOMBER
BUT I CANT SELECT HIM
NO!!!
INSTEAD YOU ARE IN A FIXED STORY
TERRIBLE CONTROLS
TERRIBLE FIGHTING
LIMITED MOVING
IF A TEAM DIES
YOU LOSE
THIS GAME SUCKS",-0.15559440559440557
45,1.0,game did not come with a 2nd disc and a key code but I got a refund with no problem.,0.0
46,1.0,"I play a lot of games and I have only ever had one or two that lock up and crash my PC. (Windows XP). I run many video intensive games as well, but this one crashes over and over. I took it back off. From the little time I did use it, it was boring and only interesting for about 10 minutes. The graphics and sounds are about 10 years behind the times, (Even for 2006, which is when this game came out).

I downloaded the version 1.8 patch and lost all of the profile files I had and there were no more challenges, just a blank screen and when I clicked on start, I'm in a field with grass and trees instead of a river. I think the patch is on crack!

Not worth the Money!!!!",0.00378787878787879
47,1.0,i've been using it like 10 times now it dows not work tried everything a does not recognize any of my controllers at the beginnig was ok just needed to resync now just doesnt work !,0.08571428571428572
48,1.0,"I started playing, but soon quit as the visuals were rather primitive.  This game did not engage me at all.",-0.041666666666666664
49,1.0,I mean this game is fantastic it truly is a great game you have to try it out. State of Emergency for Playstation 2 makes one hell of a Coaster! Never again will your drinks leave marks on the furnature with this remarkable gem from Rockstar. I reccomend that anyone who is looking for a something to rest their drinks on try this game.,0.03298611111111111
50,1.0,"Game has horrible netcode. Die behind cover, die with two bullets from the enemy, things don't match up right. Hit a small bush In your car and it stops completely because this is next generation...... Don't buy the game. Worst game you'll ever play",-0.14583333333333331
51,1.0,Ruined on PC by marketing catering to console players.,-0.1111111111111111
52,1.0,"Rarely am I compelled to stop what I am doing and write a review about a product. However, this product is such garbage, that I felt that need. In fact, it should receive no stars.

First, the game can only be used with certain video cards, which is something I did not learn until after I received the product. Specifically, it can only be used with a GeForce 1/2/3/4/FX or an ATI 7500-9000 series graphics processor. Now keep in nind, I meet those specs anway.

Second, you need the 1st CD (of 3) to play the game. Although not normally a problem, if you have an ultraportable or tablet PC, forget about this product.

Third, the installation is over 540mb minimum install. Thats if you do not install anything but just the pure game files.

After installing, I rebooted my Dell 8300 (2gb Ram P4 3.0, 400gb hard drive, ATI Graphics card with 256mb RAM on board). I started the program, and it locked up my computer. Tried again, no luck. Rebooted and tried opening the program, it finally opened. However, all the graphics were off.

Long story short, this game should be taken off the market and the development team put out on the street.

ALL I WANT TO DO IS PLAY CHESS!!!!!! DO NOT BUY! SAVE YOURSELF THE AGGRAVATION!",-0.006338346895622436
53,1.0,Teh cover art is racis I cant suport teh gane and think poeple should be mer exceping of a tolerince thank u very much.  Jeez,0.020833333333333332
54,1.0,"I was very disappointed by this game.  As mentioned by another reviewer, this game consists of various solitaire layouts that truly are impossible to lose.  After playing 4 or 5 solitaire tables in a row, you get one scene of hidden pictures.  Then, it's back to more solitaire.  It's monotonous and not at all challenging.  If you want a true hidden object game, there are thousands out there that are more worth your time and money.",-0.08994708994708994
55,1.0,Game uses Torrent variant to update itself. Game does not disclose this information. My ISP blocks all torrent applications without exception. Ergo I cannot play the game.,-0.06696428571428571
56,1.0,Makes a good coaster to put drinks. Or a great frisbee for your dog to catch.,0.12698412698412698
57,1.0,"I bought this game around release and played it for a week or so. Its awful.

Pros:
Nice Graphics
Nice Simulation System

Cons:
Always on DRM
TIny Maps (and I mean tiny) - EA justified this as wanting to run on a wider array of systems... so then have map sizes that we can choose from
Terrible EA servers
They charge you for everything.
No mods (else EA may ban you)
If you don't play how the almighty EA wants you to, they'll ban you.

Solutions: Go buy a better city simulation game, or buy this game and be filled with disappointment and EA having you by the balls.",-0.09574468085106383
58,1.0,"i hate to say it but this game is just not that good. i suffered through the whole game for the story as im a huge RE fan but even that for the most part was kinda lame. with the game overall its like they were trying to put a little something for everybody, but didn't do any one thing good.

first the combat- this area of the game was bad. it reminds of a mediocre shooter from the 90s- like passable back then but not acceptable now. the duck and cover system(if u can call it that)is just way too clunky to use all the time and i find you usually just end up shooting out in the open or running up and using melee. you have to hold down a trigger to stay in cover and then when you want to shoot over crates or around walls you have constantly fight the camera views. and for some reason when u pop up or out from cover to shoot, instead of the reticle being in the general vicinity of where you were looking at, its off all the way in the opposite direction. you can run and shoot finally in RE, but i would actually give that up and take the combat system from re5 rather than this. theres full time melee in this and you can use it whenever you want and not just knife slashes like in the old ones. that can be fun at times but it has a power gauge thats runs out and you have wait for it to power back up to use it again. and u may have seen some reviews comparing it to gears of war- ITS NOT EVEN CLOSE! so u have fair warning, don't buy this looking for a shooter of gears caliber.

the cut scenes- this game has ALOT of them and not just regular cut scenes which i don't really mind, if they are advancing the story. no they have the dopey cut scenes w/ the press this button or worse shake the control stick before the meter runs down, if not your dead. i either want to play the game my way and have full control or sit back and just enjoy a cut scene. not have these lame semi-interactive scenes that are reminiscent of rail shooters.

inventory/ upgrade system- the other things are bad but this for me, was the final stake in the coffin for this game. you have a skill set of 3 slots, and u can only equip 3 skills at a time. now u can have multiple skill set blocks of 3 but u still can only equip 1 block at a time. so u are kind of pigeon holed in mostly taking the best 3 all the time even though theres like probley 50 different skills. which include infinite ammo for each weapon type and since theres no upgrading individual weapons to make them stronger. you buy a skill to make all weapons stronger, but it has to be equipped all the time or your weapons just go back to square 1. i had alot of fun upgrading my weapons in previous RE games and opening new weapons. going back through w/ just a magnum on unlimited ammo to see if i could do the whole game bosses and all. it added alot of replayability. this new system gives me no desire to ""upgrade"", if you can call it that. or any reason to continue playing

spoiler alert:

story/campaign- the game is split into 4 character storys that intersect mostly in china. chris for some reason saw a few team members die and now hes a drunk who has to be dragged outta the bar by piers a new character. um chris lost jill for dead, he lost most of his crew in RE1, but now he loses it because 4 guys die??? anyway his campaign leads a team of bsaa men w/ piers as his sidekick. and btw wheres jill??
leon's  campaign is very reminiscent of re4 and in some places almost a rehash of it. and for some reason leon and Helaina are immune to the c-virus gas, a whole plane is infected but they walking around like its a cloud of cigarette smoke. both end bosses in chris and leon campaigns are kinds lame theres no rhyme or reason to how to beat them, or story cannon in the campaign that would give you clues. i just found out by accident. but early into leons campaign, helaina's sister was interesting though
jakes campaign is in my opinion the most fun in the game, although the second mission in his campaign is the worst in the game(bad graphics) and they screw that up good. his end boss is one of the few times i had fun in the whole game.
ada's campaign is puzzle heavy specially in the beginning and hers is where the story starts to fall apart. who the hell is clara? and really the whole world is going to end because of a twisted love story? wtf???

anyway if you are a RE fan wait till it comes down to $20 or rent it, if not id say pass. there is nothing really here for you.",-0.014023660851295914
59,1.0,Gioteck very well,0.3333333333333333
60,1.0,Not worth the money. Sorry.,-0.375
61,1.0,"My xbox one has just died, I was downloading the day one patch and it froze. I left it for two hours but it was still frozen so I had to turn it off and back on again. But once on the tv screen remained blank but I could hear a clicking noise from inside the xbox. Not sure if it's the disc drive as I could get the BF4 disc out and it still made the noise but I haven't been able to get a signal on multiple tvs.

Anyway I rang gamestop and explained what happened so I should have a replacement next week.",-0.050677830940988836
62,1.0,"This game just down right HORROBLE.  Did sega rush through this game?
Camera is HORRIBLE, wich needs to be decently good.
VOICE ACTING???Human characters make these wierd sounds. The Text messages should have only existed for this failure.
So many other mistakes to list.  Now getting to the point!!!

Don't know if sega had to rush the game so they can meet a relese deadline or what????????.  The most important part's of this ""not considered game"" are missing.

This is an incomplete game that should have not been released when it did.
If the developers gave this game a few more weeks of development, I am sure people would have appreciated it more.
Instead it became a waste of resources, blu-ray disk, time, and money.

Whoever released Sonic like this should be relieved of their job.
Sonic needs to be rethinked from the Dreamcast days.  DREAMCAST was the last time Sonic showed what he is made of.",-0.0020562770562770564
63,1.0,"Awful, absolutely awful.  Avoid.",-0.3333333333333333
64,1.0,Doesn't work. It was worth the Sonic figure though.,0.3214285714285714
65,1.0,"Not worthy of the first two. They used simple changes to make a ""harder"" Arkam City. More bad guys than can fit in a room is not my idea of a good way to increase believability or difficulty. They could not be bothered to make new maps, or strategic moments.....they just hold your character in place till he is at half-life or less during the final boss fight. Selling this one back......now.",0.01757575757575757
